filename,partition,task,semantic_label,numeric_label
08342.png,val,source,rialto_bridge,2
08628.png,test,source,gaudi_casa_batllo_barcelona,7
08619.png,test,source,st_stephen_cathedral_vienna,4
05058.png,train,source,gaudi_casa_batllo_barcelona,7
03972.png,train,source,rialto_bridge,2
09328.png,test,source,gaudi_casa_batllo_barcelona,7
09377.png,test,source,hagia_sophia,6
08720.png,test,source,colosseum,0
05289.png,train,source,st_stephen_cathedral_vienna,4
02070.png,train,source,colosseum,0
04899.png,train,source,st_stephen_cathedral_vienna,4
01302.png,train,source,rialto_bridge,2
07082.png,val,source,rialto_bridge,2
07961.png,val,source,petronas_towers,1
06346.png,train,source,berlin_cathedral,5
01601.png,train,source,petronas_towers,1
09777.png,test,source,hagia_sophia,6
09366.png,test,source,berlin_cathedral,5
07146.png,val,source,berlin_cathedral,5
05059.png,train,source,st_stephen_cathedral_vienna,4
01110.png,train,source,colosseum,0
02759.png,train,source,st_stephen_cathedral_vienna,4
09831.png,test,source,petronas_towers,1
09937.png,test,source,hagia_sophia,6
07346.png,val,source,berlin_cathedral,5
07176.png,val,source,berlin_cathedral,5
08831.png,test,source,petronas_towers,1
09220.png,test,source,colosseum,0
09866.png,test,source,berlin_cathedral,5
06667.png,train,source,hagia_sophia,6
09961.png,test,source,petronas_towers,1
07836.png,val,source,berlin_cathedral,5
08660.png,test,source,colosseum,0
04926.png,train,source,berlin_cathedral,5
06136.png,train,source,berlin_cathedral,5
08360.png,val,source,colosseum,0
00313.png,train,source,museu_nacional_dart_de_catalunya,3
03900.png,train,source,colosseum,0
04122.png,train,source,rialto_bridge,2
04436.png,train,source,berlin_cathedral,5
00443.png,train,source,museu_nacional_dart_de_catalunya,3
06369.png,train,source,st_stephen_cathedral_vienna,4
00977.png,train,source,hagia_sophia,6
08368.png,val,source,gaudi_casa_batllo_barcelona,7
08691.png,test,source,petronas_towers,1
08366.png,val,source,berlin_cathedral,5
06053.png,train,source,museu_nacional_dart_de_catalunya,3
03302.png,train,source,rialto_bridge,2
09650.png,test,source,colosseum,0
08469.png,val,source,st_stephen_cathedral_vienna,4
06828.png,train,source,gaudi_casa_batllo_barcelona,7
03039.png,train,source,st_stephen_cathedral_vienna,4
08042.png,val,source,rialto_bridge,2
08253.png,val,source,museu_nacional_dart_de_catalunya,3
00442.png,train,source,rialto_bridge,2
02722.png,train,source,rialto_bridge,2
08866.png,test,source,berlin_cathedral,5
01207.png,train,source,hagia_sophia,6
07380.png,val,source,colosseum,0
04276.png,train,source,berlin_cathedral,5
09717.png,test,source,hagia_sophia,6
06131.png,train,source,petronas_towers,1
01807.png,train,source,hagia_sophia,6
03476.png,train,source,berlin_cathedral,5
01600.png,train,source,colosseum,0
09287.png,test,source,hagia_sophia,6
05787.png,train,source,hagia_sophia,6
00751.png,train,source,petronas_towers,1
00929.png,train,source,st_stephen_cathedral_vienna,4
04936.png,train,source,berlin_cathedral,5
01159.png,train,source,st_stephen_cathedral_vienna,4
04848.png,train,source,gaudi_casa_batllo_barcelona,7
08133.png,val,source,museu_nacional_dart_de_catalunya,3
08016.png,val,source,berlin_cathedral,5
08138.png,val,source,gaudi_casa_batllo_barcelona,7
08081.png,val,source,petronas_towers,1
09819.png,test,source,st_stephen_cathedral_vienna,4
07443.png,val,source,museu_nacional_dart_de_catalunya,3
08110.png,val,source,colosseum,0
07301.png,val,source,petronas_towers,1
07959.png,val,source,st_stephen_cathedral_vienna,4
08977.png,test,source,hagia_sophia,6
07600.png,val,source,colosseum,0
07921.png,val,source,petronas_towers,1
01068.png,train,source,gaudi_casa_batllo_barcelona,7
08488.png,val,source,gaudi_casa_batllo_barcelona,7
03500.png,train,source,colosseum,0
04010.png,train,source,colosseum,0
08033.png,val,source,museu_nacional_dart_de_catalunya,3
07251.png,val,source,petronas_towers,1
09306.png,test,source,berlin_cathedral,5
02621.png,train,source,petronas_towers,1
03696.png,train,source,berlin_cathedral,5
09401.png,test,source,petronas_towers,1
00709.png,train,source,st_stephen_cathedral_vienna,4
07882.png,val,source,rialto_bridge,2
07423.png,val,source,museu_nacional_dart_de_catalunya,3
06238.png,train,source,gaudi_casa_batllo_barcelona,7
00419.png,train,source,st_stephen_cathedral_vienna,4
08739.png,test,source,st_stephen_cathedral_vienna,4
07642.png,val,source,rialto_bridge,2
06458.png,train,source,gaudi_casa_batllo_barcelona,7
07683.png,val,source,museu_nacional_dart_de_catalunya,3
09448.png,test,source,gaudi_casa_batllo_barcelona,7
07850.png,val,source,colosseum,0
07056.png,val,source,berlin_cathedral,5
09209.png,test,source,st_stephen_cathedral_vienna,4
07730.png,val,source,colosseum,0
06930.png,train,source,colosseum,0
04100.png,train,source,colosseum,0
08371.png,val,source,petronas_towers,1
07200.png,val,source,colosseum,0
07388.png,val,source,gaudi_casa_batllo_barcelona,7
03577.png,train,source,hagia_sophia,6
01462.png,train,source,rialto_bridge,2
09936.png,test,source,berlin_cathedral,5
06087.png,train,source,hagia_sophia,6
09056.png,test,source,berlin_cathedral,5
07247.png,val,source,hagia_sophia,6
03590.png,train,source,colosseum,0
00510.png,train,source,colosseum,0
03629.png,train,source,st_stephen_cathedral_vienna,4
07282.png,val,source,rialto_bridge,2
02418.png,train,source,gaudi_casa_batllo_barcelona,7
07232.png,val,source,rialto_bridge,2
07332.png,val,source,rialto_bridge,2
05498.png,train,source,gaudi_casa_batllo_barcelona,7
02266.png,train,source,berlin_cathedral,5
07467.png,val,source,hagia_sophia,6
06779.png,train,source,st_stephen_cathedral_vienna,4
02580.png,train,source,colosseum,0
09716.png,test,source,berlin_cathedral,5
07916.png,val,source,berlin_cathedral,5
06632.png,train,source,rialto_bridge,2
08161.png,val,source,petronas_towers,1
08266.png,val,source,berlin_cathedral,5
09202.png,test,source,rialto_bridge,2
03266.png,train,source,berlin_cathedral,5
00088.png,train,source,gaudi_casa_batllo_barcelona,7
01113.png,train,source,museu_nacional_dart_de_catalunya,3
06541.png,train,source,petronas_towers,1
07777.png,val,source,hagia_sophia,6
02931.png,train,source,petronas_towers,1
09016.png,test,source,berlin_cathedral,5
05382.png,train,source,rialto_bridge,2
02690.png,train,source,colosseum,0
08311.png,val,source,petronas_towers,1
05771.png,train,source,petronas_towers,1
07311.png,val,source,petronas_towers,1
07220.png,val,source,colosseum,0
01139.png,train,source,st_stephen_cathedral_vienna,4
08378.png,val,source,gaudi_casa_batllo_barcelona,7
01792.png,train,source,rialto_bridge,2
03063.png,train,source,museu_nacional_dart_de_catalunya,3
09161.png,test,source,petronas_towers,1
07970.png,val,source,colosseum,0
04561.png,train,source,petronas_towers,1
08736.png,test,source,berlin_cathedral,5
04030.png,train,source,colosseum,0
09372.png,test,source,rialto_bridge,2
07791.png,val,source,petronas_towers,1
04923.png,train,source,museu_nacional_dart_de_catalunya,3
06619.png,train,source,st_stephen_cathedral_vienna,4
07573.png,val,source,museu_nacional_dart_de_catalunya,3
07400.png,val,source,colosseum,0
02951.png,train,source,petronas_towers,1
04087.png,train,source,hagia_sophia,6
09322.png,test,source,rialto_bridge,2
09386.png,test,source,berlin_cathedral,5
06201.png,train,source,petronas_towers,1
05098.png,train,source,gaudi_casa_batllo_barcelona,7
09330.png,test,source,colosseum,0
08777.png,test,source,hagia_sophia,6
07307.png,val,source,hagia_sophia,6
01410.png,train,source,colosseum,0
04021.png,train,source,petronas_towers,1
08841.png,test,source,petronas_towers,1
08757.png,test,source,hagia_sophia,6
09931.png,test,source,petronas_towers,1
00478.png,train,source,gaudi_casa_batllo_barcelona,7
00329.png,train,source,st_stephen_cathedral_vienna,4
06070.png,train,source,colosseum,0
07800.png,val,source,colosseum,0
09726.png,test,source,berlin_cathedral,5
06658.png,train,source,gaudi_casa_batllo_barcelona,7
06953.png,train,source,museu_nacional_dart_de_catalunya,3
02878.png,train,source,gaudi_casa_batllo_barcelona,7
07472.png,val,source,rialto_bridge,2
07729.png,val,source,st_stephen_cathedral_vienna,4
07866.png,val,source,berlin_cathedral,5
04692.png,train,source,rialto_bridge,2
05752.png,train,source,rialto_bridge,2
00717.png,train,source,hagia_sophia,6
05412.png,train,source,rialto_bridge,2
07231.png,val,source,petronas_towers,1
09117.png,test,source,hagia_sophia,6
08447.png,val,source,hagia_sophia,6
00227.png,train,source,hagia_sophia,6
02086.png,train,source,berlin_cathedral,5
09917.png,test,source,hagia_sophia,6
07088.png,val,source,gaudi_casa_batllo_barcelona,7
09670.png,test,source,colosseum,0
06791.png,train,source,petronas_towers,1
05492.png,train,source,rialto_bridge,2
02177.png,train,source,hagia_sophia,6
08868.png,test,source,gaudi_casa_batllo_barcelona,7
02150.png,train,source,colosseum,0
03859.png,train,source,st_stephen_cathedral_vienna,4
04583.png,train,source,museu_nacional_dart_de_catalunya,3
07446.png,val,source,berlin_cathedral,5
06741.png,train,source,petronas_towers,1
05550.png,train,source,colosseum,0
04080.png,train,source,colosseum,0
01946.png,train,source,berlin_cathedral,5
06946.png,train,source,berlin_cathedral,5
00737.png,train,source,hagia_sophia,6
01138.png,train,source,gaudi_casa_batllo_barcelona,7
08037.png,val,source,hagia_sophia,6
05827.png,train,source,hagia_sophia,6
08910.png,test,source,colosseum,0
05126.png,train,source,berlin_cathedral,5
00551.png,train,source,petronas_towers,1
06713.png,train,source,museu_nacional_dart_de_catalunya,3
00239.png,train,source,st_stephen_cathedral_vienna,4
00079.png,train,source,st_stephen_cathedral_vienna,4
03189.png,train,source,st_stephen_cathedral_vienna,4
07303.png,val,source,museu_nacional_dart_de_catalunya,3
00727.png,train,source,hagia_sophia,6
03053.png,train,source,museu_nacional_dart_de_catalunya,3
08000.png,val,source,colosseum,0
09176.png,test,source,berlin_cathedral,5
07890.png,val,source,colosseum,0
07358.png,val,source,gaudi_casa_batllo_barcelona,7
07248.png,val,source,gaudi_casa_batllo_barcelona,7
03469.png,train,source,st_stephen_cathedral_vienna,4
05443.png,train,source,museu_nacional_dart_de_catalunya,3
08523.png,test,source,museu_nacional_dart_de_catalunya,3
06956.png,train,source,berlin_cathedral,5
04160.png,train,source,colosseum,0
05561.png,train,source,petronas_towers,1
08796.png,test,source,berlin_cathedral,5
01726.png,train,source,berlin_cathedral,5
07842.png,val,source,rialto_bridge,2
02747.png,train,source,hagia_sophia,6
07419.png,val,source,st_stephen_cathedral_vienna,4
07792.png,val,source,rialto_bridge,2
02903.png,train,source,museu_nacional_dart_de_catalunya,3
01842.png,train,source,rialto_bridge,2
08819.png,test,source,st_stephen_cathedral_vienna,4
01088.png,train,source,gaudi_casa_batllo_barcelona,7
08549.png,test,source,st_stephen_cathedral_vienna,4
08352.png,val,source,rialto_bridge,2
09663.png,test,source,museu_nacional_dart_de_catalunya,3
09370.png,test,source,colosseum,0
03336.png,train,source,berlin_cathedral,5
01459.png,train,source,st_stephen_cathedral_vienna,4
07181.png,val,source,petronas_towers,1
05293.png,train,source,museu_nacional_dart_de_catalunya,3
09962.png,test,source,rialto_bridge,2
05600.png,train,source,colosseum,0
08822.png,test,source,rialto_bridge,2
02289.png,train,source,st_stephen_cathedral_vienna,4
02523.png,train,source,museu_nacional_dart_de_catalunya,3
08568.png,test,source,gaudi_casa_batllo_barcelona,7
07657.png,val,source,hagia_sophia,6
07521.png,val,source,petronas_towers,1
08109.png,val,source,st_stephen_cathedral_vienna,4
04218.png,train,source,gaudi_casa_batllo_barcelona,7
03341.png,train,source,petronas_towers,1
09610.png,test,source,colosseum,0
03123.png,train,source,museu_nacional_dart_de_catalunya,3
00623.png,train,source,museu_nacional_dart_de_catalunya,3
09236.png,test,source,berlin_cathedral,5
08320.png,val,source,colosseum,0
04172.png,train,source,rialto_bridge,2
07292.png,val,source,rialto_bridge,2
07776.png,val,source,berlin_cathedral,5
06408.png,train,source,gaudi_casa_batllo_barcelona,7
01376.png,train,source,berlin_cathedral,5
08792.png,test,source,rialto_bridge,2
02457.png,train,source,hagia_sophia,6
00570.png,train,source,colosseum,0
08651.png,test,source,petronas_towers,1
09123.png,test,source,museu_nacional_dart_de_catalunya,3
07536.png,val,source,berlin_cathedral,5
08358.png,val,source,gaudi_casa_batllo_barcelona,7
09511.png,test,source,petronas_towers,1
09108.png,test,source,gaudi_casa_batllo_barcelona,7
07100.png,val,source,colosseum,0
08328.png,val,source,gaudi_casa_batllo_barcelona,7
09352.png,test,source,rialto_bridge,2
05579.png,train,source,st_stephen_cathedral_vienna,4
03470.png,train,source,colosseum,0
09269.png,test,source,st_stephen_cathedral_vienna,4
01399.png,train,source,st_stephen_cathedral_vienna,4
08331.png,val,source,petronas_towers,1
08019.png,val,source,st_stephen_cathedral_vienna,4
08930.png,test,source,colosseum,0
01967.png,train,source,hagia_sophia,6
07073.png,val,source,museu_nacional_dart_de_catalunya,3
08463.png,val,source,museu_nacional_dart_de_catalunya,3
02666.png,train,source,berlin_cathedral,5
09768.png,test,source,gaudi_casa_batllo_barcelona,7
06232.png,train,source,rialto_bridge,2
05657.png,train,source,hagia_sophia,6
03033.png,train,source,museu_nacional_dart_de_catalunya,3
07716.png,val,source,berlin_cathedral,5
08811.png,test,source,petronas_towers,1
07561.png,val,source,petronas_towers,1
09406.png,test,source,berlin_cathedral,5
04492.png,train,source,rialto_bridge,2
07223.png,val,source,museu_nacional_dart_de_catalunya,3
03909.png,train,source,st_stephen_cathedral_vienna,4
04949.png,train,source,st_stephen_cathedral_vienna,4
06420.png,train,source,colosseum,0
02053.png,train,source,museu_nacional_dart_de_catalunya,3
08338.png,val,source,gaudi_casa_batllo_barcelona,7
07567.png,val,source,hagia_sophia,6
08398.png,val,source,gaudi_casa_batllo_barcelona,7
05042.png,train,source,rialto_bridge,2
02858.png,train,source,gaudi_casa_batllo_barcelona,7
05136.png,train,source,berlin_cathedral,5
07590.png,val,source,colosseum,0
08450.png,val,source,colosseum,0
03228.png,train,source,gaudi_casa_batllo_barcelona,7
06567.png,train,source,hagia_sophia,6
07892.png,val,source,rialto_bridge,2
03733.png,train,source,museu_nacional_dart_de_catalunya,3
05453.png,train,source,museu_nacional_dart_de_catalunya,3
08410.png,val,source,colosseum,0
07369.png,val,source,st_stephen_cathedral_vienna,4
04741.png,train,source,petronas_towers,1
09827.png,test,source,hagia_sophia,6
09320.png,test,source,colosseum,0
02301.png,train,source,petronas_towers,1
04773.png,train,source,museu_nacional_dart_de_catalunya,3
01491.png,train,source,petronas_towers,1
08291.png,val,source,petronas_towers,1
01843.png,train,source,museu_nacional_dart_de_catalunya,3
08247.png,val,source,hagia_sophia,6
08263.png,val,source,museu_nacional_dart_de_catalunya,3
02509.png,train,source,st_stephen_cathedral_vienna,4
06461.png,train,source,petronas_towers,1
04990.png,train,source,colosseum,0
09159.png,test,source,st_stephen_cathedral_vienna,4
07378.png,val,source,gaudi_casa_batllo_barcelona,7
02038.png,train,source,gaudi_casa_batllo_barcelona,7
08182.png,val,source,rialto_bridge,2
07940.png,val,source,colosseum,0
02127.png,train,source,hagia_sophia,6
09173.png,test,source,museu_nacional_dart_de_catalunya,3
01283.png,train,source,museu_nacional_dart_de_catalunya,3
08649.png,test,source,st_stephen_cathedral_vienna,4
05392.png,train,source,rialto_bridge,2
07342.png,val,source,rialto_bridge,2
09310.png,test,source,colosseum,0
01911.png,train,source,petronas_towers,1
09109.png,test,source,st_stephen_cathedral_vienna,4
06160.png,train,source,colosseum,0
07161.png,val,source,petronas_towers,1
06973.png,train,source,museu_nacional_dart_de_catalunya,3
08800.png,test,source,colosseum,0
04256.png,train,source,berlin_cathedral,5
02030.png,train,source,colosseum,0
09797.png,test,source,hagia_sophia,6
09878.png,test,source,gaudi_casa_batllo_barcelona,7
07021.png,val,source,petronas_towers,1
00451.png,train,source,petronas_towers,1
07038.png,val,source,gaudi_casa_batllo_barcelona,7
08393.png,val,source,museu_nacional_dart_de_catalunya,3
08749.png,test,source,st_stephen_cathedral_vienna,4
08499.png,val,source,st_stephen_cathedral_vienna,4
04531.png,train,source,petronas_towers,1
05799.png,train,source,st_stephen_cathedral_vienna,4
03512.png,train,source,rialto_bridge,2
09713.png,test,source,museu_nacional_dart_de_catalunya,3
06846.png,train,source,berlin_cathedral,5
09218.png,test,source,gaudi_casa_batllo_barcelona,7
09556.png,test,source,berlin_cathedral,5
06546.png,train,source,berlin_cathedral,5
09513.png,test,source,museu_nacional_dart_de_catalunya,3
07782.png,val,source,rialto_bridge,2
09198.png,test,source,gaudi_casa_batllo_barcelona,7
00521.png,train,source,petronas_towers,1
